"Time","trees","people","pollution"
0,0,30,30
1,2,32,53.99999999999993
2,3,34,75.48000000000026
3,5,35,91.68800000000027
4,5,40,108.56960000000045
5,7,44,124.97023000000061
6,9,47,140.8275810000001
7,12,53,156.2350473
8,16,57,168.50262158999985
9,18,63,181.60861361900027
10,23,69,194.68348829290028
11,28,72,207.55576458645098
12,32,75,219.28831423761983
13,35,84,231.4206559984305
14,39,90,243.29730167874132
15,40,94,255.10402274266696
16,44,101,266.74801426395464
17,50,106,276.51902621138726
18,56,112,281.82028707884086
19,61,117,284.78477013175
20,62,123,291.3633660292409
21,69,126,287.8142887747343
22,75,132,286.70793109073077
23,80,135,288.13077507992
24,88,138,287.8245394604558
25,92,140,289.9210859254249
26,101,146,283.24551307004225
27,105,154,280.8505186648959
28,113,162,270.69637841525713
29,125,164,264.5630052913868
30,135,171,258.9648634241347
31,146,178,255.90244409844016
32,158,182,252.38368440130083
33,169,184,247.24860970317795
34,182,188,244.62917510923302
35,193,194,243.17308711589268
36,200,201,242.30175090374192
37,211,207,239.79988769905998
38,225,210,237.10582773042677
39,238,219,235.35031674202108
40,249,226,228.87573439995023
41,255,231,224.54559115268341
42,268,235,217.7402983226688
43,280,239,212.8668548141973
44,289,241,209.28593463153342
45,304,243,205.58221242861427
46,311,245,199.95701394403383
47,331,250,194.04363169581916
48,342,256,181.3100781926106
49,359,256,171.52898232366877
50,367,266,166.75364122033588
51,383,250,156.6071451897077
52,392,254,151.49897368074684
53,404,262,147.05933109228044
54,418,267,145.98956469171733
55,430,267,142.73448302964374
56,433,270,141.85988259567
57,441,272,139.08085283255767
58,449,275,136.57538057640247
59,462,278,130.15488065237835
60,467,279,127.1016379131519
61,477,281,124.22075586550842
62,495,287,121.05664918776193
63,510,292,114.86632303293952
64,518,292,110.6912501303763
65,531,293,107.61078597106271
66,541,297,103.04815491767897
67,545,303,96.11970813844756
68,556,305,91.3258826711515
69,573,308,82.79877010108272
70,587,310,79.04240176449265
71,591,315,75.77734373033356
72,597,319,75.38182693739945
73,613,326,72.76650109357043
74,622,330,71.55094782029391
75,635,331,70.64915584645045
76,644,337,69.2444535776848
77,657,341,68.63295640734215
78,665,345,68.1252555232095
79,670,343,69.12102731689886
80,679,346,61.837787258652064
81,682,346,58.272808797250484
82,683,352,56.230481393326976
83,685,357,53.948743753593426
84,686,359,52.96977989166293
85,693,365,51.131361206999536
86,699,368,47.135832792280894
87,696,368,44.802994139263504
88,697,370,39.48234491395287
89,703,373,38.180429085328406
90,702,376,35.43689492957708
91,712,381,34.67913847124533
92,716,383,34.57995791668821
93,713,388,35.88846050877775
94,722,390,36.437302935658316
95,729,395,33.51988680104838
96,743,403,31.642017754273763
97,747,405,31.583001560179017
98,763,407,30.985993462767805
99,770,404,30.843965511186102
100,780,406,31.276331272366463
101,783,407,31.117780818402764
102,794,404,30.737233434989424
103,798,406,30.285323999635185
104,801,403,30.251274174862836
105,805,403,29.695368703367645
106,818,402,29.22647704401518
107,821,405,27.057163705622507
108,826,402,26.769409293774412
109,826,402,26.710862868604565
110,843,395,23.924081681469872
111,847,397,23.424839603583003
112,849,395,23.33072606017596
113,845,388,23.002664083291652
114,851,384,23.002191272705645
115,854,378,22.804281401106433
116,860,377,22.752555110169556
117,862,371,22.72681563587161
118,862,364,23.218626185800996
119,849,361,24.212749736461845
120,851,361,24.333204839890612
121,853,362,24.39466849958043
122,858,354,24.434838237331554
123,859,348,24.453230700340452
124,864,341,25.163901056878895
125,869,334,25.27944429453854
126,866,337,25.319531522307575
127,858,331,26.163090047518995
128,858,326,26.452062890803454
129,850,322,26.608848625417483
130,855,321,26.199337381933645
131,863,318,26.054882464974238
132,867,313,26.18153837457549
133,863,307,26.270916601477875
134,865,303,24.226752696655556
135,861,302,22.793827762676724
136,865,298,23.298373433291854
137,877,292,24.23918812514448
138,877,291,24.81530813537163
139,873,289,26.96482636360287
