"Time","trees","people","pollution"
425,1111,176,3.546251404826145
426,1095,172,3.5456008226101026
427,1097,169,3.472696779911992
428,1090,161,3.3437357220625317
429,1090,161,3.303562196671642
430,1082,158,3.2885513176357786
431,1068,155,3.782559513004666
432,1047,152,3.7799905923569694
433,1032,154,4.2788009931815845
434,1014,151,4.27820725836585
435,1007,152,4.777891763702676
436,1004,151,4.777716001230641
437,991,152,4.777614870181514
438,978,151,4.777555460518979
439,975,148,4.777520113222386
440,966,145,4.777498914998058
441,958,147,4.777486143648405
442,952,145,4.777478429128035
443,937,145,4.777473760455043
444,921,146,4.777470932688217
445,910,146,4.777469218941594
446,905,145,4.777468179989897
447,895,145,4.777548318461285
448,891,148,4.777612048295597
449,887,154,4.777658694207845
450,890,157,4.777692526968421
451,881,160,4.7777168846516
452,886,159,4.777734341377863
453,882,158,4.777730448775687
454,875,158,4.77773404822365
455,861,159,4.7776600801113815
456,852,160,4.777633098278969
457,847,163,3.919744143294962
458,843,165,3.8339492054902546
459,843,167,3.3082089274173563
460,839,168,3.749627902275896
461,831,170,3.781452453930605
462,826,174,3.7901303080376683
463,822,176,4.292660439646738
464,823,181,4.293418199166485
465,826,183,4.293646554386774
466,826,187,4.261440429432917
467,831,193,4.2549889332864455
468,822,192,4.252725668456417
469,825,192,6.05162474242924
470,820,196,6.850999442653836
471,819,198,7.280620659669208
472,815,197,7.534374236472479
473,815,201,7.689469648320736
474,815,205,7.7855930219227005
475,822,207,7.095518576482765
476,832,210,7.127404696431718
477,837,216,7.100000403138603
478,843,221,7.103226981180263
479,842,230,7.10478980944269
480,857,234,4.983826557108206
481,869,242,4.741417528014238
482,893,246,5.027047225156321
483,911,253,4.755453400010647
484,917,258,4.931990579195502
485,913,263,5.066048342741284
486,920,270,5.167659640268574
487,929,275,5.244703622477438
488,941,278,5.303120599927765
489,950,282,5.352192994525184
490,967,286,5.391688064112737
491,969,298,5.422857264774564
492,984,301,5.451421129248829
493,1001,306,5.511533364348346
494,1017,312,4.5305823154393945
495,1043,317,4.343660995308343
496,1046,322,4.270020045510972
497,1062,327,4.243800298197545
498,1079,332,4.228156915118559
499,1092,337,4.217993368832208
500,1107,335,4.210791707333073
501,1133,334,4.233472452370558
502,1152,332,4.237607495931428
503,1172,331,4.23697339003479
504,1180,334,4.235366292538533
505,1198,335,4.233787469502243
506,1215,337,2.5973795719254524
507,1237,344,2.0234069580628935
508,1259,343,2.508009099247047
509,1276,344,2.5036392774489746
510,1300,345,3.0021555366735067
511,1326,346,3.001426229813334
512,1353,347,3.0006939195520075
513,1371,346,3.0003909081530584
514,1389,349,2.5002450443404602
515,1403,350,2.5001598476933333
516,1424,351,2.5001059832648136
517,1430,349,2.5000708680657535
518,1445,351,2.500047607883273
519,1459,352,2.500032068113005
520,1473,352,2.000021636165591
521,1495,351,1.5000145948958343
522,1516,353,1.5000098631456247
523,1540,355,1.5000066692473037
524,1552,354,1.5000045111947082
525,1558,351,1.5000030521619285
526,1576,351,2.0000020653538435
527,1577,349,2.0000013977513014
528,1594,347,2.0000009460183863
529,1603,344,2.000000640314781
530,1606,341,2.0000004334158126
531,1620,340,2.5000002933785113
532,1617,341,2.5000001985915
533,1625,346,2.0000001344309633
534,1646,342,2.5000000910002274
535,1652,341,2.500000061601158
536,1670,342,2.500000041750234
537,1678,336,2.5000000282824413
538,1684,336,2.5000000191535827
539,1682,335,2.500000012969143
540,1684,340,2.500000008857469
541,1698,344,2.5000000060833645
542,1702,341,2.5000000042852153
543,1713,347,2.5000000030168095
544,1713,345,2.5000000021291746
545,1708,343,2.5000000016613986
546,1713,341,2.500000001307737
547,1718,343,2.5000000010346013
548,1730,346,1.5000000008207794
549,1728,350,1.5000000006523548
550,1731,351,1.0000000005191791
551,1725,350,1.0000000004135916
552,1714,352,1.000000000338037
553,1714,357,1.000000000274599
554,1727,361,1.0000000002227432
555,1732,363,1.000000000180674
556,1747,370,1.0000000001465932
557,1744,369,2.00000000006519
558,1736,370,2.5000000000384865
559,1736,372,2.500000000016893
560,1726,379,2.5000000000083342
561,1714,384,2.500000000004161
562,1699,388,2.500000000001209
563,1708,399,2.500000000000684
564,1716,404,2.500000000000383
565,1730,403,3.0000000000002136
566,1723,406,3.0000000000001195
567,1732,414,2.5000000000000675
568,1748,421,2.5000000000000377
569,1748,418,1.5000000000000209
570,1750,424,1.5000000000000118
571,1765,426,2.0000000000000067
572,1768,434,2.0000000000000036
573,1766,443,2.0000000000000018
574,1772,447,2
575,1791,451,2
576,1799,455,2
577,1825,468,2
578,1829,467,2
579,1847,474,2
580,1868,479,2
581,1882,484,2
582,1912,486,2
583,1932,490,2.15
584,1955,486,2.71
585,1993,489,2.7415000000000003
586,2007,494,2.0348
587,2025,501,1.5
588,2036,505,1
589,2061,505,1
590,2078,509,1
591,2091,507,0.5
592,2112,500,0.5
593,2127,502,0.5
594,2138,499,0.5
595,2150,505,0.5
596,2173,506,0.5
597,2183,507,0.5
598,2195,503,0.5
599,2220,500,1.5
600,2247,502,1
601,2270,507,0.5
602,2297,518,3.326036841293637e-62
603,2322,516,8.15671635247429e-63
604,2344,518,2.447014905742286e-63
605,2359,518,7.341044717226859e-64
606,2363,526,2.2023134151680586e-64
607,2388,525,6.6069402455041805e-65
608,2410,528,1.982082073651254e-65
609,2431,531,1.468904716028865e-67
610,2453,536,4.406714148086302e-68
611,2482,531,6.610071222178887e-69
612,2504,536,1.3220142444357772e-69
613,2522,535,2.6440284888715536e-70
614,2530,534,5.288056977743107e-71
615,2548,533,1.057611395548621e-71
616,2567,536,2.115222791097242e-72
617,2582,539,4.2304455821944837e-73
618,2592,535,8.460891164388965e-74
619,2606,536,1.692178232877793e-74
620,2631,542,3.3843564657555846e-75
621,2631,544,2.7257159137897685e-89
622,2652,552,0
623,2662,548,0
624,2678,544,0
625,2673,546,0
626,2679,547,0
627,2679,549,0
628,2701,546,0
629,2706,550,0
630,2706,551,0
631,2712,558,0
632,2698,556,0
633,2698,556,0
634,2693,554,0
635,2685,561,0
636,2684,565,0
637,2676,562,0
638,2696,559,0
639,2703,560,0
640,2686,566,0
641,2687,569,0
642,2682,567,0.5
643,2679,570,0.5
644,2686,567,0.5
645,2708,567,0.5
646,2703,574,0.5
647,2712,583,1
648,2722,586,1
649,2732,589,1
650,2718,591,1
651,2717,591,1
652,2714,586,1
653,2704,578,1
654,2699,586,1
655,2700,596,1
656,2711,597,1
657,2729,586,2
658,2729,588,2
659,2725,589,2
660,2726,585,2
661,2731,585,2
662,2749,587,2
663,2751,581,2
664,2749,585,2
665,2737,584,1.5
666,2746,584,1.5
667,2753,584,1.5
668,2751,578,1.5
669,2749,580,1.5
670,2740,572,1.5
671,2747,565,1.5
672,2752,560,1
673,2759,553,1
674,2755,557,1
675,2765,559,1
676,2772,558,1
677,2770,553,1
678,2766,554,1
679,2781,548,1
680,2782,546,0.5
681,2774,549,0.5
682,2773,546,0.5
683,2773,552,0
684,2777,560,0
685,2778,563,0
686,2779,557,0
687,2791,552,0
688,2792,555,0
689,2793,553,1
690,2816,558,1
691,2825,559,1
692,2825,557,1
693,2811,559,1
694,2820,559,1
695,2803,563,1
696,2813,563,1
697,2810,557,0.5
698,2808,548,0.5
699,2801,549,0.5
700,2784,547,0.5
701,2783,545,0
702,2791,548,0
703,2783,544,0
704,2790,547,0
705,2776,548,0
706,2782,537,0
707,2764,537,0
708,2771,542,0
709,2781,536,0
710,2778,537,0
711,2778,536,0
712,2759,537,0.5
713,2750,540,0.5
714,2755,546,1
715,2748,547,1.5
716,2754,552,1.5
717,2747,549,1.5
718,2751,549,1.5
719,2751,550,1.5
720,2754,550,1.5
721,2757,554,1.5
722,2746,560,1.5
723,2741,561,1.5
724,2755,565,1.5
725,2764,562,1.5
726,2755,557,1.5
727,2770,552,1.5
728,2779,553,1.5
729,2769,554,1.5
730,2773,556,2
731,2776,562,2
732,2811,553,2
733,2812,559,2
734,2803,558,2
735,2801,549,2
736,2808,543,2
737,2805,542,2
738,2803,542,1.5
739,2808,537,1.5
740,2817,542,1.5
741,2812,535,1.5
742,2811,530,1.5
743,2820,526,1.5
744,2807,523,1.5
745,2803,521,1.5
746,2790,518,1.5
747,2791,513,1.5
748,2771,506,1.5
749,2761,510,1.5
750,2771,511,1.5
751,2776,506,1.5
752,2768,513,1.5
753,2784,511,1.5
754,2779,512,1.5
755,2793,512,1.5
756,2771,503,1.5
757,2762,503,1.5
758,2741,505,1.5
759,2726,506,1.5
760,2734,509,1.5
761,2709,504,1.5
762,2711,509,2.8
763,2714,506,3.12
764,2706,508,3.251
765,2710,503,3.3066
766,2690,502,3.33009
767,2694,496,3.33996
768,2683,502,3.3327446
769,2693,508,3.2405048699999996
770,2702,516,3.222151461
771,2685,511,3.2166454383000005
772,2661,512,2.857496815745
773,2659,510,2
774,2642,511,0.5
775,2623,512,0
776,2609,513,0
777,2591,519,0
778,2570,528,0
779,2560,525,0
780,2557,524,0.5
781,2545,529,0.5
782,2519,530,1
783,2507,535,1
784,2504,525,1
785,2499,530,1
786,2490,537,1
787,2489,550,1.5
788,2496,552,1.5
789,2489,554,1
790,2471,565,1
791,2474,564,1.5
792,2474,565,1.5
793,2474,566,1.5
794,2484,571,1.5
795,2484,582,1.5
796,2486,591,1
797,2498,593,1
798,2518,599,1
799,2542,601,0
800,2570,601,0
801,2575,601,0
802,2596,609,0
803,2591,603,0
804,2599,604,0
805,2599,607,0
806,2613,609,0
807,2628,613,0
808,2649,616,0
809,2659,615,0
810,2656,618,0
811,2673,619,0
812,2682,623,0
813,2693,624,0
814,2712,627,0
815,2724,621,0
816,2748,627,0
817,2762,632,0
818,2769,631,0
819,2774,636,0
820,2769,636,0
821,2788,631,0
822,2814,636,0
823,2816,638,0
824,2828,639,0.5
825,2861,643,1.5
826,2878,644,2
827,2911,648,2
828,2929,648,2
829,2943,653,2
830,2967,662,2
831,2990,660,2
832,2999,660,2
833,3021,659,2
834,3028,661,2
835,3045,666,2
836,3056,669,2
837,3070,671,2
838,3064,667,2.5
839,3074,675,2.5
840,3104,677,2.5
841,3103,667,2.5
842,3121,671,2.5
843,3132,676,2.5
844,3144,672,2.5
845,3150,675,2
846,3177,663,2
847,3179,657,2
848,3187,662,2
849,3186,663,2
850,3182,666,2
851,3190,663,2
852,3187,660,2
853,3198,664,2
854,3202,667,2
855,3218,668,2
856,3223,669,2
857,3238,669,2
858,3256,674,2
859,3272,675,1.5
860,3282,677,1.5
861,3301,680,1.5
862,3312,680,1.5
863,3327,683,1.5
864,3337,681,1.5
865,3346,680,1.5
866,3353,683,1.5
867,3373,679,1
868,3397,678,0.5
869,3408,678,0.5
870,3419,666,0
871,3424,669,0
872,3428,667,0
873,3443,671,0
874,3449,672,0
875,3451,675,0
876,3479,673,0.5
877,3474,673,0.5
878,3469,668,0.5
879,3486,665,0.5
880,3472,653,0.5
881,3465,651,0.5
882,3462,648,0.5
883,3458,641,0.5
884,3451,637,0.5
885,3442,631,0.5
886,3448,626,0.5
887,3456,614,0.5
888,3463,605,0.5
889,3452,601,0.5
890,3425,594,0.5
891,3427,591,0.5
892,3434,590,0.5
893,3437,584,0.5
894,3423,577,0.5
895,3423,579,0.5
896,3404,579,1
897,3394,579,1
898,3378,578,1
899,3356,571,1
900,3338,564,1
901,3329,560,1
902,3317,559,1
903,3298,563,1
904,3269,562,1
905,3258,562,1
906,3254,560,1
907,3236,559,0.5
908,3220,555,0.5
909,3203,556,0.5
910,3198,546,1
911,3168,545,1
912,3150,539,1
913,3119,537,1
914,3106,534,1
915,3088,531,1
916,3067,525,1
917,3020,519,1
918,2990,520,1.5
919,2972,511,2
920,2953,509,2
921,2940,516,2.9
922,2933,504,3.12
923,2927,510,3.186
924,2905,501,3.2058
925,2879,497,3.21174
926,2844,494,3.213522
927,2810,489,3.7140566
928,2794,487,3.71421698
929,2769,488,2.5
930,2752,485,2.5
931,2742,490,2.5
932,2726,488,2.5
933,2719,489,2.5
934,2716,497,2
935,2711,494,2
936,2682,501,1.5
937,2659,504,1.5
938,2636,508,1.5
939,2638,519,1.5
940,2649,521,1.5
941,2634,522,1.5
942,2611,527,1.5
943,2598,530,1
944,2596,533,1
945,2579,541,1
946,2574,540,1
947,2580,543,1
948,2593,542,1.5
949,2598,544,1.5
950,2596,544,1.5
951,2585,559,1.5
952,2577,568,1.5
953,2591,576,1
954,2617,570,1
955,2611,568,1
956,2607,563,1
957,2604,562,0.5
958,2595,566,1
959,2587,570,1
960,2588,561,1
961,2602,566,1
962,2610,565,1
963,2613,565,1
964,2611,566,1
965,2622,563,1
966,2608,567,1
967,2631,566,1
968,2654,570,0.5
969,2648,575,0.5
970,2666,580,0.5
971,2685,578,0.5
972,2692,574,0
973,2688,580,0
974,2695,572,0
975,2710,575,0
976,2718,576,0
977,2734,573,0
978,2757,584,0
979,2767,586,0
980,2767,584,0
981,2784,584,0
982,2788,579,0
983,2785,575,0
984,2794,575,0
985,2816,571,0
986,2832,570,0
987,2831,565,0
988,2842,567,0
989,2849,560,0
990,2826,552,0
991,2834,543,0
992,2844,536,0
993,2843,530,0
994,2841,528,0
995,2850,522,0.5
996,2850,515,0.5
997,2832,519,0.5
998,2838,507,1
999,2844,509,1
1000,2847,504,1
1001,2841,503,1
1002,2846,492,1
1003,2846,484,1
1004,2813,481,2.2
1005,2804,488,3.21
1006,2817,482,3.586
1007,2821,480,3.7644
1008,2817,478,3.85202
1009,2826,469,3.532498
1010,2799,463,2
1011,2787,467,2
1012,2756,464,2
1013,2755,461,2
1014,2746,457,2
1015,2730,454,1.5
1016,2729,449,1.5
1017,2712,441,1.5
1018,2687,441,1.5
1019,2691,438,1.5
1020,2673,426,1.5
1021,2643,420,1.5
1022,2630,421,1.5
1023,2611,419,1.5
1024,2612,409,1.5
1025,2591,405,1.5
1026,2566,407,2
1027,2550,404,2.5
1028,2513,401,2.5
1029,2497,385,2.5
1030,2503,378,2.5
1031,2479,371,2.5
1032,2458,371,2
1033,2441,374,2
1034,2413,374,2
1035,2382,373,2
1036,2354,374,2
1037,2347,371,2
1038,2326,371,2
1039,2299,361,2.5
1040,2303,359,2.5
1041,2285,356,3.5
1042,2261,354,3.5
1043,2251,357,3
1044,2229,358,3
1045,2211,356,3
1046,2203,351,3
1047,2194,343,3
1048,2148,336,3
1049,2122,335,3
1050,2105,332,3
1051,2098,331,3
1052,2079,329,3
1053,2050,326,3
1054,2046,323,3
1055,2029,314,3.5
1056,1992,304,3.5
1057,1959,300,3.5
1058,1933,299,3.5
1059,1909,294,2.5
1060,1909,293,3
1061,1884,290,3.5
1062,1878,282,3.5
1063,1856,282,3
1064,1827,280,3
1065,1807,276,3
1066,1784,270,3.5
1067,1761,268,3.5
1068,1746,266,3.5
1069,1715,261,3.5
1070,1695,259,3.5
1071,1674,260,3.5
1072,1647,257,3.5
1073,1641,252,3.5
1074,1601,246,3.5
1075,1588,246,3.5
1076,1586,244,3.5
1077,1575,238,3
1078,1561,236,3
1079,1547,235,3
1080,1520,238,3
1081,1502,231,2.5
1082,1499,234,2.5
1083,1477,231,3.5
1084,1467,224,3.75
1085,1447,222,3.825
1086,1443,217,3.8475
1087,1416,209,3.85425
1088,1407,210,3.856275
1089,1386,205,3.8568825
1090,1369,206,3.85706475
1091,1358,201,3.8571194250000005
1092,1338,196,3.8571358275
1093,1319,194,3.85714074825
1094,1309,191,3.857142224475
1095,1303,186,3.8571426673425
1096,1276,183,3.1857142667342497
1097,1256,185,3.205714280020275
1098,1242,188,3.2117142840060824
1099,1238,184,3.213514285201825
1100,1228,181,2.857027142780274
1101,1210,179,2.8214054285560546
1102,1199,178,2.814281085711211
1103,1183,177,2
1104,1174,174,2
1105,1161,171,2
1106,1144,171,2
1107,1137,170,2
1108,1133,170,2
