"Time","trees","people","pollution"
0,0,30,45
1,1,36,80.39999999999979
2,7,38,111.00000000000055
3,9,43,138.51800000000037
4,9,50,165.24219999999963
5,10,52,191.01673
6,16,57,214.9132080000007
7,21,65,237.2978680000005
8,23,75,259.59306225999893
9,23,78,281.380051578001
10,31,90,293.97269373690057
11,36,97,310.04562322019973
12,39,102,326.9540710392299
13,44,107,340.5352896358097
14,49,118,352.63054386292197
15,57,127,365.0718618582976
16,70,133,376.4366488484557
17,75,144,388.2901748802773
18,88,148,394.35001912163045
19,95,158,396.7380219990085
20,106,162,400.3130978044676
21,115,169,402.9171307516062
22,124,177,401.8584596964303
23,136,186,402.9958679573627
24,143,191,404.09214382355395
25,155,195,400.34702207740236
26,163,204,395.5248678266641
27,178,210,384.68909770983595
28,187,216,369.8333972661422
29,196,225,355.96931833113285
30,205,230,348.9059408124251
31,220,238,338.34658327585834
32,235,246,330.2314126612735
33,249,250,319.6466321468995
34,260,256,309.820542919299
35,277,263,296.90944590789616
36,292,273,283.27659325895655
37,303,280,269.7354750898604
38,319,284,256.6282009289256
39,330,291,247.53772383322004
40,340,297,238.9384920807729
41,348,305,227.0615985246666
42,373,312,214.4401450623966
43,385,323,205.15586201919385
44,411,328,197.8481822811311
45,429,333,189.90319429151538
46,446,338,181.58084489795127
47,460,342,175.10631218367885
48,472,348,170.39607003687618
49,488,354,158.58913078709082
50,505,358,144.93435005034817
51,520,346,134.47291512527877
52,537,351,126.5344205466998
53,554,356,114.17943146350694
54,570,358,109.0850041822268
55,585,359,104.77765691628781
56,598,359,101.44342439800943
57,609,358,94.47968012571265
58,624,363,90.10366592512814
59,638,356,87.41524613113944
60,649,361,84.80371813095297
61,657,359,83.27292122669316
62,671,361,82.34053275376677
63,687,364,77.4891615102392
64,699,359,72.12771416405124
65,710,359,69.65508042639678
66,715,360,67.99890278107422
67,728,366,66.86053869161536
68,731,361,63.41717164671159
69,739,371,62.03311837349412
70,744,368,60.86477116302138
71,753,370,61.07032672218062
72,757,369,57.71723476380918
73,773,370,56.828617169265854
74,792,368,50.0333044880498
75,795,372,47.63494466391967
76,800,369,47.2660705430319
77,794,368,44.46520683596674
78,797,370,45.60860268509953
79,810,369,47.668411377544665
80,819,372,46.920523216130576
81,821,378,46.03935431880821
82,820,378,45.86684709734388
83,824,382,44.88437471997768
84,837,387,43.97056343453752
85,840,392,42.925702635526015
86,846,391,42.69771836671309
87,846,389,44.167933072389545
88,841,394,44.22993898015255
89,843,394,45.043518418743666
90,852,399,43.6046777334407
91,873,403,43.14742699571515
92,867,405,44.14773510263284
93,883,408,42.12769637018586
94,874,408,42.318946247556845
95,873,410,43.21790017417698
96,874,418,40.51734640947222
97,884,425,37.427078910562315
98,889,437,36.56363694787159
99,893,440,35.22668350484984
100,900,439,35.376750163796196
101,913,447,32.37748879345438
102,917,454,32.77075158585705
103,918,455,32.81856574373291
104,928,461,31.175245331590727
105,929,467,31.42265429160847
106,927,463,31.529575333777984
107,936,465,31.621200318154962
108,942,476,32.6871612552345
109,960,475,33.07453392049136
110,961,484,32.780342745921786
111,974,492,32.71770370073128
112,993,491,32.48548446850322
113,992,494,32.567835534207084
114,996,496,33.358904345357004
115,1002,499,30.622081458820812
116,1017,509,29.880879491966414
117,1022,511,29.573043805300674
118,1033,514,29.64878087928517
119,1049,523,29.886329962110533
120,1079,523,30.392520577258388
121,1090,530,31.19950336572702
122,1105,532,31.288703234069875
123,1095,533,32.39408249641113
124,1093,544,32.44168665681329
125,1108,552,30.50491715055454
126,1122,564,31.085627036017257
127,1142,567,31.21719450077982
128,1155,568,32.82643795465633
129,1154,572,32.580720118536114
130,1163,583,33.0088751038212
131,1170,592,32.6711593562869
132,1181,595,31.775789208607243
133,1198,597,32.638852560132264
134,1207,603,34.16512721859975
135,1225,605,35.78851039824002
136,1231,608,36.98095232843837
137,1245,609,37.73212834215966
138,1270,610,38.300608740036516
139,1281,610,38.61516677313781
140,1290,616,37.63908570778896
141,1293,611,34.81509750207858
142,1304,613,34.147255697470534
143,1305,618,33.81497198787183
144,1316,617,35.44929299933333
145,1330,624,34.72695710499927
146,1347,625,34.61486396841385
147,1352,625,34.56917216809746
148,1369,622,34.49988589191609
149,1381,616,34.469966702644705
150,1392,619,34.49518295123469
151,1396,621,33.98656897614387
152,1406,616,33.05982503700959
153,1415,607,32.215562239144155
154,1411,602,32.32051935151201
155,1420,601,32.61562967929855
156,1423,596,32.192411570943584
157,1430,600,31.549323114070788
158,1434,604,30.674775139322847
159,1434,599,31.051656596633265
160,1448,596,31.189899530554886
161,1458,585,29.995099539555813
162,1451,578,30.43787288088515
163,1458,573,28.26640914207709
164,1465,564,28.466566829918865
165,1465,560,26.17651938506708
166,1454,559,24.93547958315863
167,1450,556,24.21084856516537
168,1444,553,22.776475710539582
169,1435,547,22.684660749013837
170,1404,538,22.636515163879523
171,1397,536,23.112214337923323
172,1397,530,23.089421618366067
173,1408,526,24.016135031776525
174,1406,523,23.832533039399966
175,1398,509,23.995683174281876
176,1393,501,24.716306739633715
177,1381,490,24.573451291378174
178,1384,487,24.28121221334676
179,1385,476,24.276039879564397
180,1393,471,24.784121588882506
181,1392,464,25.190967257685053
182,1391,454,25.331629470157658
183,1388,450,25.966443854462614
184,1374,441,26.702868215930863
185,1353,434,27.468399042856067
186,1345,430,27.53722654116116
187,1343,424,26.73226763655872
188,1330,418,26.767727057784196
189,1320,413,26.884667524509798
190,1310,399,26.976848811163272
191,1298,392,24.598334571993817
192,1279,388,25.61424641032885
193,1273,377,27.32402919190116
194,1264,364,29.724935676386977
