"Time","trees","people","pollution"
0,0,30,6
1,2,34,10.8
2,3,40,15.120000000000003
3,8,43,19.200000000000014
4,12,48,23.112000000000002
5,15,52,26.899199999999976
6,17,58,30.58804800000005
7,19,62,34.19625120000004
8,25,73,37.73613809999998
9,27,82,41.19617633699992
10,34,93,44.00271319770003
11,39,96,47.00460414251991
12,41,101,49.989485028081084
13,50,108,52.924019359648554
14,56,112,51.087724089331715
15,67,119,45.61612540491445
16,74,122,42.85486644240968
17,82,125,42.70171874355971
18,90,130,43.36774879536211
19,95,139,44.173105697013305
20,101,146,45.18637741897076
21,111,149,46.07258411074627
22,117,158,43.922045679307246
23,129,165,43.44926820594635
24,143,172,43.51916421732795
25,156,179,43.63805392791843
26,165,188,43.91995652206193
27,188,193,42.714361324339535
28,196,203,42.53834137161868
29,207,211,42.43361960291488
30,220,215,41.562436155836025
31,239,225,39.36647028146582
32,251,235,38.050872664628855
33,263,247,37.32303608004174
34,279,259,36.63319601792561
35,291,266,36.07922840009377
36,302,275,35.62989529126792
37,315,286,35.24171205592087
38,341,296,32.10558007494865
39,356,304,30.550364020519236
40,378,316,29.17003362600963
41,395,326,28.071168571982902
42,410,339,27.33654473989307
43,423,348,26.292898967082117
44,442,356,25.771551690985685
45,458,362,25.352680074538384
46,477,372,25.007874728899512
47,501,390,24.010277751742837
48,527,402,23.51511015726271
49,554,415,21.561627552132066
50,573,426,21.022166856143016
51,597,408,20.63442998596527
52,616,414,20.321942082753953
53,641,416,20.066416937445712
54,660,420,19.863494579108593
55,683,426,18.27982208274627
56,706,436,17.696582498830796
57,730,439,17.236103004186575
58,755,441,16.904826599662815
59,786,441,16.5209439975653
60,807,439,16.292281338831117
61,827,442,16.11923523688339
62,854,455,15.990779830729057
63,875,463,15.892353994516789
64,900,471,15.818052639483875
65,920,477,16.263326085804593
66,939,486,16.2215703403564
67,976,491,11.920929400926939
68,991,501,9.934613817528101
69,1017,511,9.028296310227525
70,1036,519,7.579284513511928
71,1059,529,7.225257720678012
72,1085,544,7.060012153166955
73,1099,548,6.963007339605953
74,1120,559,6.837322386236339
75,1134,562,6.796737802729249
76,1162,575,6.730614218131908
77,1181,580,6.710299936340102
78,1206,589,6.698911076229143
79,1235,603,5.192073895862642
